x_0_1,1.0
x_1_1,-0.0
x_2_1,1.0
x_3_1,1.0
x_4_1,1.0
x_5_1,1.0
x_6_1,1.0
x_7_1,1.0
x_8_1,1.0
x_9_1,1.0
x_10_1,1.0
x_11_1,1.0
x_12_1,1.0
x_13_1,1.0
x_14_1,1.0
x_15_1,1.0
x_16_1,1.0
x_17_1,1.0
x_18_1,-0.0
x_19_1,1.0
x_20_1,1.0
x_21_1,1.0
x_22_1,1.0
x_23_1,1.0
x_24_1,-0.0
x_25_1,1.0
x_26_1,-0.0
x_27_1,-0.0
x_28_1,0.0
x_29_1,-0.0
x_30_1,-0.0
x_31_1,-0.0
x_32_1,-0.0
x_33_1,-0.0
x_34_1,-0.0
x_35_1,-0.0
x_36_1,-0.0
x_37_1,-0.0
x_38_1,-0.0
x_39_1,-0.0
x_40_1,1.0
x_41_1,0.0
x_42_1,0.0
x_43_1,0.0
x_44_1,0.0
x_45_1,-0.0
x_46_1,-0.0
x_47_1,-0.0
x_48_1,-0.0
x_49_1,-0.0
x_50_1,-0.0
x_51_1,-0.0
x_52_1,-0.0
x_53_1,-0.0
x_54_1,-0.0
x_55_1,-0.0
x_56_1,-0.0
x_57_1,-0.0
x_58_1,-0.0
x_59_1,-0.0
x_60_1,0.0
x_61_1,-0.0
x_62_1,-0.0
x_63_1,1.0
x_64_1,-0.0
x_65_1,-0.0
x_66_1,-0.0
x_67_1,-0.0
x_68_1,-0.0
x_69_1,-0.0
x_70_1,-0.0
x_71_1,-0.0
x_72_1,-0.0
x_73_1,-0.0
x_74_1,-0.0
x_75_1,-0.0
x_76_1,-0.0
x_77_1,-0.0
x_78_1,-0.0
x_79_1,-0.0
x_80_1,-0.0
x_81_1,-0.0
x_82_1,-0.0
x_83_1,-0.0
x_84_1,-0.0
x_85_1,-0.0
x_86_1,-0.0
x_87_1,-0.0
x_88_1,-0.0
x_89_1,-0.0
x_90_1,-0.0
x_91_1,-0.0
x_92_1,-0.0
x_93_1,-0.0
x_94_1,-0.0
x_95_1,1.0
x_96_1,1.0
x_97_1,-0.0
x_98_1,0.0
x_99_1,-0.0
x_100_1,-0.0
x_101_1,1.0
x_102_1,1.0
x_103_1,-0.0
x_104_1,1.0
x_105_1,-0.0
x_106_1,-0.0
x_107_1,1.0
x_108_1,1.0
x_109_1,1.0
x_110_1,1.0
x_111_1,1.0
x_112_1,1.0
x_113_1,1.0
x_114_1,1.0
x_115_1,1.0
x_116_1,1.0
x_117_1,-0.0
x_118_1,-0.0
x_119_1,1.0
x_120_1,1.0
x_121_1,1.0
x_122_1,1.0
x_123_1,-0.0
x_124_1,-0.0
x_125_1,1.0
x_126_1,1.0
x_127_1,1.0
x_128_1,1.0
x_129_1,-0.0
x_130_1,1.0
x_131_1,1.0
x_132_1,1.0
x_133_1,1.0
x_134_1,1.0
x_135_1,-0.0
x_136_1,1.0
x_137_1,1.0
x_138_1,1.0
x_139_1,1.0
x_140_1,1.0
x_141_1,1.0
x_142_1,1.0
x_143_1,1.0
x_144_1,1.0
x_145_1,1.0
x_146_1,1.0
x_147_1,1.0
x_148_1,1.0
x_149_1,1.0
x_150_1,1.0
x_151_1,1.0
x_152_1,1.0
x_153_1,1.0
x_154_1,1.0
x_155_1,1.0
x_156_1,1.0
x_157_1,-0.0
x_158_1,-0.0
x_159_1,1.0
x_160_1,1.0
x_161_1,1.0
x_162_1,1.0
x_163_1,1.0
x_164_1,-0.0
x_165_1,1.0
x_166_1,1.0
x_167_1,1.0
x_168_1,1.0
x_169_1,1.0
x_170_1,1.0
x_171_1,1.0
x_172_1,1.0
x_173_1,1.0
x_174_1,1.0
x_175_1,1.0
x_176_1,1.0
x_177_1,1.0
x_178_1,1.0
x_179_1,1.0
x_180_1,1.0
x_181_1,1.0
x_182_1,1.0
x_183_1,1.0
x_184_1,1.0
x_185_1,1.0
x_186_1,1.0
x_187_1,1.0
x_188_1,1.0
x_189_1,1.0
x_190_1,1.0
x_191_1,1.0
x_192_1,1.0
x_193_1,1.0
x_194_1,1.0
x_195_1,1.0
x_196_1,1.0
x_197_1,1.0
x_198_1,1.0
x_199_1,1.0
x_200_1,1.0
x_201_1,1.0
x_202_1,1.0
x_203_1,1.0
x_204_1,1.0
x_205_1,1.0
x_206_1,-0.0
x_207_1,-0.0
x_208_1,1.0
x_209_1,1.0
x_210_1,1.0
x_211_1,1.0
x_212_1,1.0
x_213_1,0.0
x_214_1,-0.0
x_215_1,1.0
x_216_1,1.0
x_217_1,1.0
x_218_1,1.0
x_219_1,1.0
x_220_1,0.0
x_221_1,0.0
x_222_1,0.0
x_223_1,1.0
x_224_1,1.0
x_225_1,1.0
x_226_1,1.0
x_227_1,1.0
x_228_1,0.0
x_229_1,0.0
x_230_1,0.0
x_231_1,-0.0
x_232_1,1.0
x_233_1,1.0
x_234_1,1.0
x_235_1,1.0
x_236_1,1.0
x_237_1,1.0
x_238_1,1.0
x_239_1,1.0
x_240_1,1.0
x_241_1,1.0
x_242_1,1.0
x_243_1,1.0
x_244_1,1.0
x_245_1,1.0
x_246_1,1.0
x_247_1,1.0
x_248_1,1.0
x_249_1,1.0
x_250_1,1.0
x_251_1,1.0
x_252_1,1.0
x_253_1,1.0
x_254_1,1.0
x_255_1,1.0
x_256_1,1.0
x_257_1,1.0
x_258_1,1.0
x_259_1,1.0
x_260_1,1.0
x_261_1,1.0
x_262_1,1.0
x_263_1,1.0
x_264_1,1.0
x_265_1,1.0
x_266_1,1.0
x_267_1,1.0
x_268_1,1.0
x_269_1,1.0
x_270_1,1.0
x_271_1,1.0
x_272_1,1.0
x_273_1,1.0
x_274_1,1.0
x_275_1,1.0
x_276_1,1.0
x_277_1,1.0
x_278_1,1.0
x_279_1,-0.0
x_280_1,-0.0
x_281_1,1.0
x_282_1,1.0
x_283_1,1.0
x_284_1,1.0
x_285_1,1.0
x_286_1,0.0
x_287_1,0.0
x_288_1,1.0
x_289_1,1.0
x_290_1,1.0
x_291_1,1.0
x_292_1,1.0
x_293_1,0.0
x_294_1,0.0
x_295_1,0.0
x_296_1,0.0
x_297_1,-0.0
x_298_1,1.0
x_299_1,1.0
x_300_1,1.0
x_301_1,1.0
x_302_1,0.0
x_303_1,0.0
x_304_1,0.0
x_305_1,0.0
x_306_1,0.0
x_307_1,-0.0
x_308_1,-0.0
x_309_1,1.0
x_310_1,1.0
x_311_1,1.0
x_312_1,1.0
x_313_1,0.0
x_314_1,0.0
x_315_1,-0.0
x_316_1,-0.0
x_317_1,-0.0
x_318_1,1.0
x_319_1,1.0
x_320_1,1.0
x_321_1,1.0
x_322_1,1.0
x_323_1,1.0
x_324_1,1.0
x_325_1,0.0
x_326_1,0.0
x_327_1,-0.0
x_328_1,-0.0
x_329_1,-0.0
x_330_1,1.0
x_331_1,1.0
x_332_1,1.0
x_333_1,1.0
x_334_1,1.0
x_335_1,1.0
x_336_1,-0.0
x_337_1,-0.0
x_338_1,-0.0
x_339_1,-0.0
x_340_1,1.0
x_341_1,1.0
x_342_1,1.0
x_343_1,1.0
x_344_1,1.0
x_345_1,1.0
x_346_1,1.0
x_347_1,-0.0
x_348_1,-0.0
x_349_1,-0.0
x_350_1,-0.0
x_351_1,-0.0
x_352_1,1.0
x_353_1,1.0
x_354_1,1.0
x_355_1,1.0
x_356_1,1.0
x_357_1,1.0
x_358_1,1.0
x_359_1,-0.0
x_360_1,-0.0
x_361_1,1.0
x_362_1,1.0
x_363_1,1.0
x_364_1,1.0
x_365_1,1.0
x_366_1,1.0
x_367_1,-0.0
x_368_1,1.0
x_369_1,1.0
x_370_1,1.0
x_371_1,1.0
x_372_1,1.0
x_373_1,1.0
x_374_1,1.0
x_375_1,1.0
x_376_1,1.0
x_377_1,1.0
x_378_1,1.0
x_379_1,1.0
x_380_1,1.0
x_381_1,-0.0
x_382_1,1.0
x_383_1,1.0
x_384_1,1.0
x_385_1,1.0
x_386_1,1.0
x_387_1,0.0
x_388_1,0.0
x_389_1,-0.0
x_390_1,1.0
x_391_1,1.0
x_392_1,1.0
x_393_1,1.0
x_394_1,0.0
x_395_1,0.0
x_396_1,0.0
x_397_1,0.0
x_398_1,-0.0
x_399_1,-0.0
x_400_1,1.0
x_401_1,1.0
x_402_1,1.0
x_403_1,0.0
x_404_1,0.0
x_405_1,0.0
x_406_1,0.0
x_407_1,0.0
x_408_1,0.0
x_409_1,0.0
x_410_1,-0.0
x_411_1,-0.0
x_412_1,1.0
x_413_1,1.0
x_414_1,1.0
x_415_1,0.0
x_416_1,0.0
x_417_1,0.0
x_418_1,0.0
x_419_1,0.0
x_420_1,0.0
x_421_1,0.0
x_422_1,0.0
x_423_1,-0.0
x_424_1,-0.0
x_425_1,-0.0
x_426_1,1.0
x_427_1,1.0
x_428_1,1.0
x_429_1,1.0
x_430_1,1.0
x_431_1,1.0
x_432_1,0.0
x_433_1,0.0
x_434_1,0.0
x_435_1,0.0
x_436_1,0.0
x_437_1,0.0
x_438_1,0.0
x_439_1,-0.0
x_440_1,-0.0
x_441_1,-0.0
x_442_1,-0.0
x_443_1,1.0
x_444_1,1.0
x_445_1,1.0
x_446_1,1.0
x_447_1,1.0
x_448_1,0.0
x_449_1,0.0
x_450_1,0.0
x_451_1,0.0
x_452_1,-0.0
x_453_1,-0.0
x_454_1,-0.0
x_455_1,-0.0
x_456_1,-0.0
x_457_1,1.0
x_458_1,1.0
x_459_1,1.0
x_460_1,1.0
x_461_1,1.0
x_462_1,1.0
x_463_1,1.0
x_464_1,0.0
x_465_1,0.0
x_466_1,-0.0
x_467_1,-0.0
x_468_1,-0.0
x_469_1,-0.0
x_470_1,-0.0
x_471_1,-0.0
x_472_1,1.0
x_473_1,1.0
x_474_1,1.0
x_475_1,1.0
x_476_1,1.0
x_477_1,1.0
x_478_1,-0.0
x_479_1,-0.0
x_480_1,-0.0
x_481_1,-0.0
x_482_1,-0.0
x_483_1,-0.0
x_484_1,-0.0
x_485_1,-0.0
x_486_1,1.0
x_487_1,1.0
x_488_1,1.0
x_489_1,1.0
x_490_1,1.0
x_491_1,-0.0
x_492_1,-0.0
x_493_1,-0.0
x_494_1,-0.0
x_495_1,1.0
x_496_1,1.0
x_497_1,1.0
x_498_1,1.0
x_499_1,-0.0
x_500_1,1.0
x_501_1,1.0
x_502_1,1.0
x_503_1,1.0
x_504_1,1.0
x_505_1,1.0
x_506_1,-0.0
x_507_1,1.0
x_508_1,1.0
x_509_1,1.0
x_510_1,1.0
x_511_1,-0.0
x_512_1,1.0
x_513_1,1.0
x_514_1,1.0
x_515_1,1.0
x_516_1,0.0
x_517_1,0.0
x_518_1,0.0
x_519_1,0.0
x_520_1,0.0
x_521_1,-0.0
x_522_1,-0.0
x_523_1,1.0
x_524_1,1.0
x_525_1,0.0
x_526_1,0.0
x_527_1,0.0
x_528_1,0.0
x_529_1,0.0
x_530_1,0.0
x_531_1,0.0
x_532_1,0.0
x_533_1,-0.0
x_534_1,-0.0
x_535_1,-0.0
x_536_1,1.0
x_537_1,1.0
x_538_1,1.0
x_539_1,0.0
x_540_1,0.0
x_541_1,0.0
x_542_1,0.0
x_543_1,0.0
x_544_1,0.0
x_545_1,0.0
x_546_1,0.0
x_547_1,0.0
x_548_1,-0.0
x_549_1,-0.0
x_550_1,-0.0
x_551_1,-0.0
x_552_1,1.0
x_553_1,1.0
x_554_1,1.0
x_555_1,1.0
x_556_1,1.0
x_557_1,0.0
x_558_1,0.0
x_559_1,0.0
x_560_1,0.0
x_561_1,0.0
x_562_1,0.0
x_563_1,0.0
x_564_1,0.0
x_565_1,0.0
x_566_1,-0.0
x_567_1,-0.0
x_568_1,-0.0
x_569_1,-0.0
x_570_1,-0.0
x_571_1,1.0
x_572_1,1.0
x_573_1,1.0
x_574_1,1.0
x_575_1,0.0
x_576_1,0.0
x_577_1,0.0
x_578_1,0.0
x_579_1,0.0
x_580_1,0.0
x_581_1,0.0
x_582_1,0.0
x_583_1,0.0
x_584_1,0.0
x_585_1,-0.0
x_586_1,-0.0
x_587_1,-0.0
x_588_1,-0.0
x_589_1,-0.0
x_590_1,1.0
x_591_1,1.0
x_592_1,1.0
x_593_1,1.0
x_594_1,1.0
x_595_1,1.0
x_596_1,0.0
x_597_1,0.0
x_598_1,0.0
x_599_1,0.0
x_600_1,0.0
x_601_1,0.0
x_602_1,0.0
x_603_1,-0.0
x_604_1,-0.0
x_605_1,-0.0
x_606_1,-0.0
x_607_1,-0.0
x_608_1,-0.0
x_609_1,-0.0
x_610_1,1.0
x_611_1,1.0
x_612_1,1.0
x_613_1,1.0
x_614_1,1.0
x_615_1,0.0
x_616_1,-0.0
x_617_1,-0.0
x_618_1,-0.0
x_619_1,-0.0
x_620_1,-0.0
x_621_1,-0.0
x_622_1,-0.0
x_623_1,-0.0
x_624_1,-0.0
x_625_1,1.0
x_626_1,1.0
x_627_1,1.0
x_628_1,1.0
x_629_1,-0.0
x_630_1,-0.0
x_631_1,-0.0
x_632_1,-0.0
x_633_1,-0.0
x_634_1,-0.0
x_635_1,1.0
x_636_1,1.0
x_637_1,-0.0
x_638_1,-0.0
x_639_1,-0.0
x_640_1,1.0
x_641_1,1.0
x_642_1,1.0
x_643_1,1.0
x_644_1,1.0
x_645_1,-0.0
x_646_1,1.0
x_647_1,1.0
x_648_1,1.0
x_649_1,1.0
x_650_1,-0.0
x_651_1,-0.0
x_652_1,1.0
x_653_1,1.0
x_654_1,1.0
x_655_1,0.0
x_656_1,-0.0
x_657_1,-0.0
x_658_1,-0.0
x_659_1,-0.0
x_660_1,1.0
x_661_1,1.0
x_662_1,0.0
x_663_1,0.0
x_664_1,0.0
x_665_1,0.0
x_666_1,0.0
x_667_1,0.0
x_668_1,0.0
x_669_1,-0.0
x_670_1,-0.0
x_671_1,-0.0
x_672_1,-0.0
x_673_1,1.0
x_674_1,1.0
x_675_1,0.0
x_676_1,0.0
x_677_1,0.0
x_678_1,0.0
x_679_1,0.0
x_680_1,0.0
x_681_1,0.0
x_682_1,0.0
x_683_1,0.0
x_684_1,-0.0
x_685_1,-0.0
x_686_1,-0.0
x_687_1,-0.0
x_688_1,-0.0
x_689_1,1.0
x_690_1,1.0
x_691_1,1.0
x_692_1,1.0
x_693_1,0.0
x_694_1,0.0
x_695_1,0.0
x_696_1,0.0
x_697_1,0.0
x_698_1,0.0
x_699_1,0.0
x_700_1,0.0
x_701_1,0.0
x_702_1,0.0
x_703_1,-0.0
x_704_1,-0.0
x_705_1,-0.0
x_706_1,-0.0
x_707_1,-0.0
x_708_1,1.0
x_709_1,1.0
x_710_1,1.0
x_711_1,0.0
x_712_1,0.0
x_713_1,0.0
x_714_1,0.0
x_715_1,0.0
x_716_1,0.0
x_717_1,0.0
x_718_1,0.0
x_719_1,0.0
x_720_1,0.0
x_721_1,0.0
x_722_1,-0.0
x_723_1,-0.0
x_724_1,-0.0
x_725_1,-0.0
x_726_1,-0.0
x_727_1,-0.0
x_728_1,1.0
x_729_1,1.0
x_730_1,1.0
x_731_1,1.0
x_732_1,1.0
x_733_1,0.0
x_734_1,0.0
x_735_1,0.0
x_736_1,0.0
x_737_1,0.0
x_738_1,0.0
